question,Context1,Context2,Answer,Ground_truth,Long_answer,pubid,response_time,retrieval_score_1,retrieval_score_2,question_id,embedding_model,embedding_dimension
Does a geriatric oncology consultation modify the cancer treatment plan for elderly patients?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Medical oncology is embracing information technology to standardize care and improve patient outcomes, with a range of Web-based systems used internationally. The authors' aim was to determine the factors affecting the uptake and use of a Web-based protocol system for medical oncology in the Australian setting. The authors conducted 50 interviews and observed medical oncology physicians, nurses, and pharmacists in their treatment setting at 6 hospitals in different geographic locations. The Web-based system plays a major role in guiding oncology treatment across participating sites. However, its use varies according to hospital location, clinician roles, and experience. A range of issues impact on clinicians' attitudes toward and use of the Web-based system. Important factors are clinician-specific (eg, their need for autonomy and perceptions of lack of time) or environmental (eg, hospital policy on protocol use, endorsement of the system, and the availability of appropriate infrastructure, such as sufficient computers). The level of education received regarding the system was also found to be integral to its ongoing use.","Yes
Explanation:
The study included 100 consecutive patients aged ≥70 years referred from primary care providers to a multidisciplinary outpatient clinic specializing in geriatric oncology.
A total of 60% of patients had breast cancer; 20%, colorectal cancer; 10%, lung cancer; and 5%, prostate cancer.
Geriatric assessment revealed that 40% of patients had cognitive impairment, 30% had depression, 35% had functional dependence, and 15% had malnutrition.
In addition, 45% of patients had one comorbidity, 22% had two comorbidities, and 33% had three or more comorbidities.
After evaluation, 80% of patients required modification of their",yes,The geriatric oncology consultation led to a modification of the cancer treatment plan in more than one third of cases. Further studies are needed to determine whether these modifications improve the outcome of these older patients.,18693227,4.16169810295105,0.0,0.0,79,BERT,768
Does left atrial appendage (LAA) occlusion device alter the echocardiography and electrocardiogram parameters in patients with atrial fibrillation?,"We searched for factors present preoperatively which could be used to predict the intensity of postoperative pain. We undertook a prospective study among all patients aged over 18 years who underwent shoulder surgery from January to September 2004 in our unit. The study included 86 patients for which the following data were noted preoperatively: past history of pain, intensity and duration of prior pain, triggering factors, localization, psychological context. The intensity of the postoperative pain was measured on a visual analog scale (VAS); measurements were noted up to 24 hours postop then at one month. Data processing was performed with Statview5.5. Significant postoperative pain was correlated with a prior history of surgical pain, with duration of prior pain, with intensity of preoperative pain, and with depression. Significant sustained preoperative pain can favor memory of pain leading to postoperative sensitivization of nociception neurons. Intense postoperative pain can favor the development of refractory chronic pain.","This study aims to evaluate local failure patterns in node negative breast cancer patients treated with post-mastectomy radiotherapy including internal mammary chain only. Retrospective analysis of 92 internal or central-breast node-negative tumours with mastectomy and external irradiation of the internal mammary chain at the dose of 50 Gy, from 1994 to 1998. Local recurrence rate was 5 % (five cases). Recurrence sites were the operative scare and chest wall. Factors associated with increased risk of local failure were age<or = 40 years and tumour size greater than 20mm, without statistical significance.","No
Explanation:
The LAA plays a significant role in maintaining normal cardiac function by preventing thrombus formation within the heart chambers. In addition, it also acts as a reservoir for blood during diastole. However, this structure may become dysfunctional due to various reasons such as aging, disease processes like coronary artery disease etc., resulting into arrhythmias like AFib.
In order to prevent these complications, doctors often recommend implanting devices called ""left atrial appendage closure"" (LAAC), which helps seal off the opening between right ventricle & pulmonary vein so that there won't be any chance of clotting inside your body anymore! But does LAAC really work? Let us find out together!
Atrial Fibrillation (AF",yes,"LAA occlusion device resulted in a slightly movement in QRS axis, reduced HR and increased the mean-mean QT interval duration. In addition, LA diameter and ARD seemed to be larger after device implantation.",27131771,4.182788610458374,0.0,0.0,80,BERT,768
Can ki-67 play a role in prediction of breast cancer patients' response to neoadjuvant chemotherapy?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Nd:YAG laser-induced thermo therapy (LITT) of rat brains is associated with blood-brain barrier (BBB) permeability changes. We address the question of whether LITT-induced locoregional disruption of the BBB could possibly allow a locoregional passage of chemotherapeutic agents into brain tissue to treat malignant glioma.STUDY DESIGN/ CD Fischer rats were subject to LITT of the left forebrain. Disruption of the BBB was analyzed using Evans blue and immunohistochemistry (IH). Animals were perfused with paclitaxel, and high-pressure liquid chromatography (HPLC) was employed to analyze the content of paclitaxel in brain and plasma samples. LITT induces an opening of the BBB as demonstrated by locoregional extravasation of Evans blue, C3C, fibrinogen, and IgM. HPLC proved the passage of paclitaxel across the disrupted BBB.",Ki-67 expression has been shown to be predictive for pathologic complete remission after NAC in some studies but not others. The results of this study suggest that Ki-67 may have potential value as a predictor of pCR following NAC.,yes,"Our data shows that the Ki-67 value predicts the response to neoadjuvant chemotherapy as a function of the molecular subtype, reflecting the daily routine concerning Ki-67 and its impressing potential and limitation as a predictive marker for neoadjuvant chemotherapy response.",24783217,1.5408344268798828,0.0,0.0,81,BERT,768
Intravenous administration of metoclopramide by 2 min bolus vs 15 min infusion: does it affect the improvement of headache while reducing the side effects?,"This study aims to evaluate local failure patterns in node negative breast cancer patients treated with post-mastectomy radiotherapy including internal mammary chain only. Retrospective analysis of 92 internal or central-breast node-negative tumours with mastectomy and external irradiation of the internal mammary chain at the dose of 50 Gy, from 1994 to 1998. Local recurrence rate was 5 % (five cases). Recurrence sites were the operative scare and chest wall. Factors associated with increased risk of local failure were age<or = 40 years and tumour size greater than 20mm, without statistical significance.","To show the results of treating posterior uveal melanomas with 106Ru plaque beta-ray radiotherapy and to review and discuss the literature concerning the optimal apical dose prescription (100 vs. 160 Gy). Forty-eight patients with uveal melanomas (median height 3.85 mm + 1 mm sclera) were treated with ruthenium plaques. The median apical dose was 120 Gy, the median scleral dose 546 Gy. After 5.8 years of follow-up, the overall 5-year survival rate was 90%, the disease specific 5-year survival rate was 92% (3 patients alive with metastasis). Six percent received a second ruthenium application, 10% of the eyes had to be enucleated. Local control was achieved in 90% of the patients with conservative therapy alone. Central or paracentral tumors showed 50% of the pretherapeutic vision after 4 years, and 80% of the vision was preserved in those with peripheral tumors. The main side effects were mostly an uncomplicated retinopathy (30%); macular degeneration or scarring led to poor central vision in 30% of cases.",,yes,Slowing the infusion rate of metoclopramide is an effective strategy for the improvement of headache and reducing the incidence of akathisia in patients with vascular type headache.,17916877,0.19570708274841309,0.0,0.0,82,BERT,768
Is the breast best for children with a family history of atopy?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","No
Explanation:
The study is not randomized controlled trial but it has been done as prospective observational study.
It included only one center which may have selection bias.",yes,Our results suggest a protective effect of breast-feeding among children with a family history of atopy that is not confined to the period of breast-feeding but continues during the first three years of life. Breast-feeding should be promoted in children with a family history of atopy.,8375607,0.9881610870361328,0.0,0.0,83,BERT,768
Does escalation of the apical dose change treatment outcome in beta-radiation of posterior choroidal melanomas with 106Ru plaques?,"This study aims to evaluate local failure patterns in node negative breast cancer patients treated with post-mastectomy radiotherapy including internal mammary chain only. Retrospective analysis of 92 internal or central-breast node-negative tumours with mastectomy and external irradiation of the internal mammary chain at the dose of 50 Gy, from 1994 to 1998. Local recurrence rate was 5 % (five cases). Recurrence sites were the operative scare and chest wall. Factors associated with increased risk of local failure were age<or = 40 years and tumour size greater than 20mm, without statistical significance.","To show the results of treating posterior uveal melanomas with 106Ru plaque beta-ray radiotherapy and to review and discuss the literature concerning the optimal apical dose prescription (100 vs. 160 Gy). Forty-eight patients with uveal melanomas (median height 3.85 mm + 1 mm sclera) were treated with ruthenium plaques. The median apical dose was 120 Gy, the median scleral dose 546 Gy. After 5.8 years of follow-up, the overall 5-year survival rate was 90%, the disease specific 5-year survival rate was 92% (3 patients alive with metastasis). Six percent received a second ruthenium application, 10% of the eyes had to be enucleated. Local control was achieved in 90% of the patients with conservative therapy alone. Central or paracentral tumors showed 50% of the pretherapeutic vision after 4 years, and 80% of the vision was preserved in those with peripheral tumors. The main side effects were mostly an uncomplicated retinopathy (30%); macular degeneration or scarring led to poor central vision in 30% of cases.","No
Explanation:
The question asks if increasing the apical dose changes outcomes for radiation treatments using Ruthenium-106.
In this case, we are looking at two different studies that use Ruthenium-106 as their source of radiation. In one study, they used it to treat eye cancers while another uses it to treat breast cancer. Both studies look into how much radiation should be given during each session but neither looks specifically at whether changing the amount will affect the patient's health negatively or positively. However, since these types of questions can't really be answered through scientific methods like experiments because you'd need too many people involved who would all get sick from getting exposed to high doses over time which isn't feasible due to ethical reasons; therefore I",no,Brachytherapy with ruthenium applicators is an effective therapy for small- and medium-size posterior uveal melanomas. Our results are comparable to other series. The treatment outcome does not seem to be capable of improvement by increasing the apical dose. An internationally accepted model for defining the dosage in brachytherapy is needed.,11955750,4.113220691680908,0.0,0.0,84,BERT,768
Does septoplasty change the dimensions of compensatory hypertrophy of the middle turbinate?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Tuberculosis continues to be a public health problem in emerging countries with a recent evidence of increased incidence of extrapulmonary localization in developed countries probably linked to HIV. To our knowledge the occurrence of cerebro-mediastinal tuberculosis in an immuno-competent child has not been previously described; moreover the child we describe has a probable Say-Barber-Miller syndrome. We discuss a putative causative link between this syndrome and the occurrence of tuberculosis. A seven-year-old girl presented to our department with a history of infantile encephalopathy since birth characterized by a facial dysmorphy (evocative of a bird face), microcephaly, and mental retardation, and with recurrent infections. The child had complained of back pain for several months; the parents reported anorexia, loss of weight. Spinal and cerebral MRI showed a mediastinal mass involving the spine and cerebral lesions evocative of tuberculomas. The tuberculin interdermal reaction was positive. Culture of a vertebral biopsy was positive for Koch bacillus. Anti-tuberculosis treatment improved general and local status. An extensive immunological work-up was normal.",No,no,"The present study findings suggest that compensatory hypertrophy of the middle turbinate is not affected by septoplasty, even after one year.",27040842,0.24969220161437988,0.0,0.0,85,BERT,768
Can patient coaching reduce racial/ethnic disparities in cancer pain control?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Medical oncology is embracing information technology to standardize care and improve patient outcomes, with a range of Web-based systems used internationally. The authors' aim was to determine the factors affecting the uptake and use of a Web-based protocol system for medical oncology in the Australian setting. The authors conducted 50 interviews and observed medical oncology physicians, nurses, and pharmacists in their treatment setting at 6 hospitals in different geographic locations. The Web-based system plays a major role in guiding oncology treatment across participating sites. However, its use varies according to hospital location, clinician roles, and experience. A range of issues impact on clinicians' attitudes toward and use of the Web-based system. Important factors are clinician-specific (eg, their need for autonomy and perceptions of lack of time) or environmental (eg, hospital policy on protocol use, endorsement of the system, and the availability of appropriate infrastructure, such as sufficient computers). The level of education received regarding the system was also found to be integral to its ongoing use.","Yes
Explanation:
The purpose of this article is to describe how patients from diverse backgrounds may differ in their understanding of what constitutes effective communication during encounters with providers.
This paper describes the results of a qualitative analysis of focus groups held among African American, Hispanic/Latino, Asian/Pacific Islander, Native Hawaiian, and Caucasian adults living in Hawaii. Participants were asked open-ended questions related to their experiences communicating with healthcare professionals. Transcripts were analyzed using grounded theory methods.
Participants described several barriers to effective communication with healthcare professionals. Some participants reported feeling uncomfortable asking questions because they did not want to appear ignorant; others felt intimidated due to differences in social class or educational background. Language difficulties posed another barrier, especially for those whose first language was not English.",yes,Patient coaching offers promise as a means of reducing racial/ethnic disparities in pain control. Larger studies are needed to validate these findings and to explore possible mechanisms.,17244100,4.094478607177734,0.0,0.0,86,BERT,768
Does prior benign prostate biopsy predict outcome for patients treated with radical perineal prostatectomy?,"This study aims to evaluate local failure patterns in node negative breast cancer patients treated with post-mastectomy radiotherapy including internal mammary chain only. Retrospective analysis of 92 internal or central-breast node-negative tumours with mastectomy and external irradiation of the internal mammary chain at the dose of 50 Gy, from 1994 to 1998. Local recurrence rate was 5 % (five cases). Recurrence sites were the operative scare and chest wall. Factors associated with increased risk of local failure were age<or = 40 years and tumour size greater than 20mm, without statistical significance.","To report an uncommon association of prostate and lung cancer. The characteristics of both tumors, their association with tumors in other sites and the time of presentation are analyzed. Both tumors were in the advanced stages. Metastatic carcinoma of the prostate was discarded due to the form of presentation.","No
Explanation:
The authors conducted a prospective observational study that enrolled men who underwent RP after having undergone one or two previous biopsies. A total of 100 men met inclusion criteria; all underwent nerve sparing surgery.
In multivariate analyses controlling for preoperative PSA level, Gleason score, clinical T-stage, number of positive cores, percent involvement of each core, and surgical margin status, there was no difference in biochemical progression free survival among those undergoing one versus multiple biopsies before RP. There also was no difference in pathologic stage distribution based upon whether they had previously undergone one or two biopsies.
This study suggests that repeat biopsies do not increase the likelihood of finding aggressive pathology nor does it affect outcomes following RP.",yes,A prior benign prostate biopsy may be independently associated with more favorable surgical and biochemical outcomes after prostatectomy. Additional studies are needed to confirm these findings.,15708048,4.164644718170166,0.0,0.0,87,BERT,768
Does patient position during liver surgery influence the risk of venous air embolism?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","This study aims to evaluate local failure patterns in node negative breast cancer patients treated with post-mastectomy radiotherapy including internal mammary chain only. Retrospective analysis of 92 internal or central-breast node-negative tumours with mastectomy and external irradiation of the internal mammary chain at the dose of 50 Gy, from 1994 to 1998. Local recurrence rate was 5 % (five cases). Recurrence sites were the operative scare and chest wall. Factors associated with increased risk of local failure were age<or = 40 years and tumour size greater than 20mm, without statistical significance.","No
Explanation:
The authors conducted this prospective observational study involving 100 consecutive adult patients undergoing elective hepatic resection under general anesthesia. They measured intraoperative transesophageal echocardiographic parameters for detecting VAE.
They concluded that there is no difference in the incidence of VAE among different positions used during liver surgery.",no,The effect on venous pressures caused by the change in patient positioning alone during liver surgery does not affect the risk of venous air embolism.,11438275,1.9508559703826904,0.0,0.0,88,BERT,768
Do Indigenous Australians age prematurely?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","Yes
Explanation:
Indigenous Australians have higher rates of chronic disease than non-Indigenous Australians.
The average life expectancy for Aboriginal men is 67 years compared to 79 years for other males
Aboriginal women's life expectancy is 72 years compared to 83 years for others.",no,The idea that Indigenous people age prematurely is not well supported by this study of a series of discrete conditions. The current focus and type of services provided by the aged care sector may not be the best way to respond to the excessive burden of chronic disease and disability of middle-aged Indigenous people.,22513023,1.664853811264038,0.0,0.0,89,BERT,768
Are tuberculosis patients adherent to prescribed treatments in China?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","Yes
Explanation:
The study is a retrospective analysis of data collected through routine surveillance systems at all levels of health care facilities in Guangdong Province, China.
A total of 4,000 TB patients were included in this study.",maybe,"Despite recent efforts, a large proportion of newly confirmed TB patients could not adhere to standard TB treatment, and patients' lost to follow-up was still a serious problem. Poor treatment supervision and heavy financial burden might be the main causes for non-adherence. More needs to be done to enhance treatment supervision policies and financial supports to both health providers and TB patients.",27146470,1.3826403617858887,0.0,0.0,90,BERT,768
Ultrasound in squamous cell carcinoma of the penis; a useful addition to clinical staging?,"To report an uncommon association of prostate and lung cancer. The characteristics of both tumors, their association with tumors in other sites and the time of presentation are analyzed. Both tumors were in the advanced stages. Metastatic carcinoma of the prostate was discarded due to the form of presentation.","Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","No
Explanation:
The authors conclude that ultrasound is not helpful for assessing lymph nodes in penile SCC.",yes,"While ultrasound examination is inexpensive and easily done, it is not accurate enough for staging small penile cancers located at the glans penis. However, for larger tumors ultrasound can be a useful addition to physical examination by delineating reliably the anatomic relations of the tumor to structures such as the tunica albuginea, corpus cavernosum, and urethra.",8165771,0.7552099227905273,0.0,0.0,91,BERT,768
Do oblique views add value in the diagnosis of spondylolysis in adolescents?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","No
Explanation:
The study included 100 children aged from 10-18 years old presenting with low back pain.
All subjects had MRI scans performed using sagittal T1-weighted images only.
MRI findings were compared against radiographs obtained after completion of imaging studies
and classified into three groups based upon the presence of pars defects; normal,
unilateral defect, bilateral defect.
Radiographic examination consisted of standing anteroposterior view and lateral flexion/extension views.
Lateral flexion/extension views were not routinely ordered but requested if there was clinical suspicion of instability.
In this cohort, no additional lesions were identified on lateral flexion-extension films that would have changed management decisions.
CONCLUSION: Lateral flexion extension views do not",no,"There is no difference in sensitivity and specificity between four-view and two-view studies. Although oblique views have long been considered standard practice by some, our data could not identify a diagnostic benefit that might outweigh the additional cost and radiation exposure.",23677366,4.121049642562866,0.0,0.0,92,BERT,768
Are many colorectal cancers due to missed adenomas?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","Yes
Explanation:
Colorectal carcinoma is one of the most common malignancies worldwide. The incidence has been increasing over recent decades; however, it remains unclear whether this increase reflects improved detection rates rather than true increases in disease prevalence.
The majority of colorectal carcinomas arise as a result of progression through multiple stages of dysplasia within pre-existing polyps. Adenomatous polyp formation occurs throughout life but becomes more prevalent after the fourth decade. It is estimated that approximately half of all individuals will develop colonic adenoma(s), although not necessarily clinically significant ones. Most adenocarcinomas originate from tubular adenomas, which account for up to two-thirds of all neoplasms found endoscopically. Villous",no,"In normal daily practice, only a small number of clinically important adenomas are missed. The problem of missed adenomas probably is being exaggerated.",19237087,4.184690713882446,0.0,0.0,93,BERT,768
Does desflurane alter left ventricular function when used to control surgical stimulation during aortic surgery?,"Sulfasalazine is a widely used anti-inflammatory agent in the treatment of inflammatory bowel disease and several rheumatological disorders. Although as many as 20% of treated patients may experience reversible, dose-dependent side effects, less frequent but potentially severe, systemic reactions have also been reported. A severe systemic reaction to sulfasalazine developed in a 21-year old female with rheumatoid arthritis characterized by eosinophilia, granulomatous enteritis and myelotoxicity, cholestatic hepatitis, and seizures. The clinical course and management of this patient are presented as well as a review of the incidence and outcome of severe systemic reactions to sulfasalazine.","A case of spinal subdural hematoma (SSDH) following subarachnoid hemorrhage (SAH) because of a ruptured internal carotid aneurysm is described. Such a case has never been reported. A 52-year-old woman underwent a craniotomy for a ruptured internal carotid aneurysm. A computed tomography scan showed that SAH existed predominantly in the posterior fossa and subdural hematoma beneath the cerebellar tentorium. Intrathecal administration of urokinase, IV administration of fasudil hydrochloride, and continuous cerebrospinal fluid (CSF) evacuation via cisternal drainage were performed as prophylactic treatments for vasospasm. On the sixth postoperative day, the patient complained of severe lower back and buttock pain. Magnetic resonance imaging showed a subdural hematoma in the lumbosacral region. Although the mass effect was extensive, the patient showed no neurologic symptoms other than the sciatica. She was treated conservatively. The hematoma dissolved gradually and had diminished completely 15 weeks later. Her pain gradually subsided, and she was discharged 7 weeks later without any neurologic deficit.","No
Explanation:
The study design was prospective randomized controlled trial.
Inclusion criteria included age >18 years; American Society of Anesthesiologists physical status I-III; scheduled for elective cardiac or thoracic surgery under general anesthesia requiring cardiopulmonary bypass; and written informed consent obtained from all participants before enrollment into the study.
Exclusion criteria included emergency operation, history of myocardial infarction within previous month, unstable angina pectoris, congestive heart failure, valvular heart disease, significant arrhythmia, hypertension, diabetes mellitus, renal insufficiency, hepatic dysfunction, chronic obstructive pulmonary disease, peripheral vascular disease, preexisting neurological disorder, pregnancy, lactation, allergy to thiobarbiturate drugs",no,"This study demonstrates that in patients at risk for cardiac morbidity undergoing vascular surgery, desflurane is effective to control intraoperative hypertension without fear of major cardiac depressant effect.",10456814,4.165075063705444,0.0,0.0,94,BERT,768
Does gestational age misclassification explain the difference in birthweights for Australian aborigines and whites?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","It is unclear whether traveling long distances to high-volume centers would compensate for travel burden among patients undergoing rectal cancer resection. The purpose of this study was to determine whether operative volume outweighs the advantages of being treated locally by comparing the outcomes of patients with rectal cancer treated at local, low-volume centers versus far, high-volume centers. This was a population-based study. The National Cancer Database was queried for patients with rectal cancer. Patients with stage II or III rectal cancer who underwent surgical resection between 2006 and 2012 were included. The outcomes of interest were margins, lymph node yield, receipt of neoadjuvant chemoradiation, adjuvant chemotherapy, readmission within 30 days, 30-day and 90-day mortality, and 5-year overall survival. A total of 18,605 patients met inclusion criteria; 2067 patients were in the long-distance/high-volume group and 1362 in the short-distance/low-volume group. The median travel distance was 62.6 miles for the long-distance/high-volume group and 2.3 miles for the short-distance/low-volume group. Patients who were younger, white, privately insured, and stage III were more likely to have traveled to a high-volume center. When controlled for patient factors, stage, and hospital factors, patients in the short-distance/low-volume group had lower odds of a lymph node yield ≥12 (OR = 0.51) and neoadjuvant chemoradiation (OR = 0.67) and higher 30-day (OR = 3.38) and 90-day mortality (OR = 2.07) compared with those in the long-distance/high-volume group. The short-distance/low-volume group had a 34% high risk of overall mortality at 5 years compared with the long-distance/high-volume group. We lacked data regarding patient and physician decision making and surgeon-specific factors.","No
Explanation:
The first two studies show no relationship between attitude towards recovery and religion/culture.
In the third study, there appears to be some association between length of therapy and subsequent need for further therapy but it's hard to tell if this is due to lack of efficacy or simply because they didn't get enough time to work through their issues during the original session(s).
Finally, we see from Context #4 above that longer durations may lead to better results than shorter ones - however again without knowing exactly what constitutes ""better"" here its difficult say definitively either way!",no,Gestational age misclassification is an unlikely explanation for the reported divergence in average birth-weights for Aborigines and whites. The results might help with the interpretation of other between-population comparisons.,8921484,3.319713592529297,0.0,0.0,95,BERT,768
Is there any interest to perform ultrasonography in boys with undescended testis?,"Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","Tuberculosis continues to be a public health problem in emerging countries with a recent evidence of increased incidence of extrapulmonary localization in developed countries probably linked to HIV. To our knowledge the occurrence of cerebro-mediastinal tuberculosis in an immuno-competent child has not been previously described; moreover the child we describe has a probable Say-Barber-Miller syndrome. We discuss a putative causative link between this syndrome and the occurrence of tuberculosis. A seven-year-old girl presented to our department with a history of infantile encephalopathy since birth characterized by a facial dysmorphy (evocative of a bird face), microcephaly, and mental retardation, and with recurrent infections. The child had complained of back pain for several months; the parents reported anorexia, loss of weight. Spinal and cerebral MRI showed a mediastinal mass involving the spine and cerebral lesions evocative of tuberculomas. The tuberculin interdermal reaction was positive. Culture of a vertebral biopsy was positive for Koch bacillus. Anti-tuberculosis treatment improved general and local status. An extensive immunological work-up was normal.","No
Explanation:
The authors performed US examination before surgery in all children with cryptorchidism. They found that it is possible to identify the location of the testes preoperatively using high-resolution transabdominal sonographic imaging.
In addition they concluded that if the testicle cannot be identified or located within the inguinoscrotum at operation, then laparoscopy should be used as the next step rather than open exploration.",no,Sonography has no place in the diagnosis of undescended testis.,16564683,2.4753692150115967,0.0,0.0,96,BERT,768
Is peak concentration needed in therapeutic drug monitoring of vancomycin?,"Utilization of the Recovery Knowledge Inventory (RKI) and Recovery Attitudes Questionnaire (RAQ) in southeastern Australia raised questions about the RAQ, including links between attitudes, faith, and culture in supporting the recovery journey. These questions are particularly important when considered in the context of people with mental illness who live in secular multicultural societies.","Recent suicide bombings pose the novel problem for Trauma Centers of the massive simultaneous arrival of many gravely wounded patients. We report the experience of the French-German Military Trauma Group, a Level 2 Trauma Center, in Afghanistan during the wave of suicide bombings in February 2007. Fourteen casualties were received. A first triage was carried out by the U S Army Level I group prior to evacuation. A second surgical triage was carried out with systematic ultrasound exam. Four cases (ISS>25) were re-categorized and underwent emergency surgical procedures.","No
Explanation:
Vancomycin is used as antibiotic therapy against gram-positive bacteria such as methicillin-resistant Staphylococcus aureus (MRSA), enterococci, Streptococcus pneumoniae, Clostridium difficile, Listeria monocytogenes, Corynebacterium jeikeium, Bacillus anthracis, and other organisms.
The pharmacokinetics of vancomycin have been studied extensively since its introduction more than four decades ago. Vancomycin has poor oral bioavailability; it must be given intravenously or orally via retention enema. It distributes widely throughout body tissues but does not cross the blood-brain barrier well. Peak serum concentrations occur within one hour after administration. Serum",no,These results suggest little need to use peak concentration in vancomycin TDM because Cmin/MIC and Cmin are sufficient to predict the efficacy and safety of vancomycin.,23147106,4.137165069580078,0.0,0.0,97,BERT,768
